,Word1,Word2,Cosine,Pearson CC,Spearman's rank CC
19,bay_lượn,chuyển_động,2.7095304178267896,"PearsonRResult(statistic=0.3887666887437621, pvalue=8.816454445903696e-07)","SignificanceResult(statistic=0.3408062580559136, pvalue=1.976220070210991e-05)"
20,khêu_gợi,khơi_gợi,1.8521867110125274,"PearsonRResult(statistic=0.25511696502847886, pvalue=0.001628812191368291)","SignificanceResult(statistic=0.21535712698342147, pvalue=0.008129561681149804)"
21,thăng_bằng,cân_bằng,3.9598064239155697,"PearsonRResult(statistic=0.4795926442630075, pvalue=5.320187759607687e-10)","SignificanceResult(statistic=0.5003297924352194, pvalue=7.062078803928257e-11)"
22,chọn_lựa,tuyển_chọn,3.3543331806539047,"PearsonRResult(statistic=0.4707206261307985, pvalue=1.2122479613471675e-09)","SignificanceResult(statistic=0.4466562958353705, pvalue=1.0088599089782546e-08)"
23,có_ích,hữu_ích,5.141659527208436,"PearsonRResult(statistic=0.6628751716145144, pvalue=2.4612344200983248e-20)","SignificanceResult(statistic=0.665503355704698, pvalue=1.5442380411759175e-20)"
24,cứng_rắn,nhỏ_nhắn,1.5540516787797454,"PearsonRResult(statistic=0.2255342769145438, pvalue=0.0055208807452649935)","SignificanceResult(statistic=0.17314725098893285, pvalue=0.03409862766583469)"
25,lỗ_đen,hố_đen,5.527812833137274,"PearsonRResult(statistic=0.7343495629364114, pvalue=1.1036299277239602e-26)","SignificanceResult(statistic=0.735028223476599, pvalue=9.392848021936815e-27)"
26,vùi,đóng,-0.10352615602320282,"PearsonRResult(statistic=-0.015242486370044987, pvalue=0.8531265655331361)","SignificanceResult(statistic=0.01690208453709054, pvalue=0.8373452717493959)"
27,tính_tình,tính_khí,5.611356315837649,"PearsonRResult(statistic=0.6889550898165033, pvalue=1.938140781759349e-22)","SignificanceResult(statistic=0.6581892528556825, pvalue=5.585741149273533e-20)"
28,mục_sư,giáo_sĩ,4.193377603988057,"PearsonRResult(statistic=0.5962417684286276, pvalue=8.276305177062484e-16)","SignificanceResult(statistic=0.5581243610827149, pvalue=1.1692934086270544e-13)"
29,cộng_đồng,dân_tộc,2.2588413200826643,"PearsonRResult(statistic=0.3769364610389419, pvalue=1.9898176416645117e-06)","SignificanceResult(statistic=0.3965669585314903, pvalue=5.064555932543999e-07)"
30,rớ,sờ,2.3400490214984573,"PearsonRResult(statistic=0.394447910558326, pvalue=5.895988692303805e-07)","SignificanceResult(statistic=0.39092404106849193, pvalue=7.573986886086226e-07)"
31,trả_đũa,đền_đáp,2.217901258730593,"PearsonRResult(statistic=0.23553582822276045, pvalue=0.003713604355867389)","SignificanceResult(statistic=0.24701364505089116, pvalue=0.0023087255704541476)"
32,tay_cầm,phân_đạm,-0.2279346650383137,"PearsonRResult(statistic=-0.029801521856465896, pvalue=0.7173373004170985)","SignificanceResult(statistic=-0.028543490821814302, pvalue=0.7287932930477593)"
33,liên_hệ,nguỵ_trang,0.7388541636979079,"PearsonRResult(statistic=0.09150775822943295, pvalue=0.2654081099333782)","SignificanceResult(statistic=0.10170585359349305, pvalue=0.2155562971204326)"
34,mới_tinh,mới_toanh,3.0642449225163073,"PearsonRResult(statistic=0.48162360082113176, pvalue=4.391409538632639e-10)","SignificanceResult(statistic=0.47084581536957204, pvalue=1.198437369079929e-09)"
35,cột_trụ,bệ,3.236992729067405,"PearsonRResult(statistic=0.4422103747327875, pvalue=1.4661548503646415e-08)","SignificanceResult(statistic=0.374404195742033, pvalue=2.358848458621347e-06)"
36,họp_mặt,tiệc,3.559476798263943,"PearsonRResult(statistic=0.43121385329335926, pvalue=3.613042030090664e-08)","SignificanceResult(statistic=0.3615965154006845, pvalue=5.4574276939230135e-06)"
37,lộn_xộn,gọn_gàng,2.4465314878137305,"PearsonRResult(statistic=0.34442906547866625, pvalue=1.589556133961916e-05)","SignificanceResult(statistic=0.3341926307835904, pvalue=2.9204697797561575e-05)"
38,chủ_động,thụ_động,2.9349831111206863,"PearsonRResult(statistic=0.48067593183462454, pvalue=4.803428466537393e-10)","SignificanceResult(statistic=0.4770540912929464, pvalue=6.750116373123933e-10)"
39,vali,tay_cầm,1.2968367248591017,"PearsonRResult(statistic=0.16587118351660887, pvalue=0.042501179021042945)","SignificanceResult(statistic=0.1912102760122672, pvalue=0.019082424035695444)"
40,ghen_tị,ghen_ghét,2.6068265713455814,"PearsonRResult(statistic=0.3518437697724549, pvalue=1.009389320544858e-05)","SignificanceResult(statistic=0.3204106849193297, pvalue=6.407132881702771e-05)"
41,ngôn_ngữ_học,khoa_học,3.198938303743605,"PearsonRResult(statistic=0.5358115445068992, pvalue=1.6015237795901288e-12)","SignificanceResult(statistic=0.48395573136583847, pvalue=3.517626900472423e-10)"
42,thu_gom,tiếp_sức,1.3399703345693874,"PearsonRResult(statistic=0.17220195693620566, pvalue=0.03510381154663049)","SignificanceResult(statistic=0.20693719720876483, pvalue=0.01105942987013567)"
43,quy_trình,sáng_tác,-0.6727476129483644,"PearsonRResult(statistic=-0.09597905278863324, pvalue=0.24265980017916539)","SignificanceResult(statistic=-0.09266722965465131, pvalue=0.25937414551268245)"
44,thành_thị,thị_thành,2.700890727936604,"PearsonRResult(statistic=0.41471758508150275, pvalue=1.3181113656052038e-07)","SignificanceResult(statistic=0.4203333481488067, pvalue=8.550076378538219e-08)"
45,nhảy_nhót,nhích,1.4626789223956658,"PearsonRResult(statistic=0.1894756149690313, pvalue=0.020219088897851664)","SignificanceResult(statistic=0.18043646384283746, pvalue=0.02713515808501875)"
46,ly_tâm,hướng_tâm,0.6723141449888732,"PearsonRResult(statistic=0.10554868885419887, pvalue=0.19862389494091667)","SignificanceResult(statistic=0.12233965954042403, pvalue=0.13585059893952534)"
47,cống,đường_ống,5.417135008230241,"PearsonRResult(statistic=0.6645572417504816, pvalue=1.8273643688288376e-20)","SignificanceResult(statistic=0.6700013333925953, pvalue=6.877975742261973e-21)"
48,còm,nhỏ_nhoi,1.0245511336085387,"PearsonRResult(statistic=0.1617500595952846, pvalue=0.04798569420881229)","SignificanceResult(statistic=0.1522681008044802, pvalue=0.06286329760813272)"
49,bánh_răng,răng,1.8467744573081912,"PearsonRResult(statistic=0.25819332142279555, pvalue=0.0014226115141372268)","SignificanceResult(statistic=0.27684963776167837, pvalue=0.0006044185944511614)"
50,nao_núng,kiên_định,1.9159078107807472,"PearsonRResult(statistic=0.2366086228094263, pvalue=0.0035555171033943528)","SignificanceResult(statistic=0.21033645939819548, pvalue=0.009780253902147113)"
51,bằng_hữu,bầu_bạn,1.7369669291064287,"PearsonRResult(statistic=0.32368821955289573, pvalue=5.333346917901993e-05)","SignificanceResult(statistic=0.33602026756744746, pvalue=2.624011638684358e-05)"
52,thân,lưng,1.9224139559819917,"PearsonRResult(statistic=0.314754791024665, pvalue=8.749733147287572e-05)","SignificanceResult(statistic=0.3099675541135162, pvalue=0.00011335586215770181)"
53,bút_chì,lô,1.046207733071009,"PearsonRResult(statistic=0.13725467170204422, pvalue=0.09395512659026005)","SignificanceResult(statistic=0.11981154717987468, pvalue=0.14418668155646727)"
54,cổng,ổ_khoá,2.622828668874303,"PearsonRResult(statistic=0.3539175679593644, pvalue=8.871646882156023e-06)","SignificanceResult(statistic=0.3598079914662874, pvalue=6.11822739986566e-06)"
55,dị_bản,đĩa_bay,1.1014104666915419,"PearsonRResult(statistic=0.15885155478175597, pvalue=0.052185809127902265)","SignificanceResult(statistic=0.11890839592870796, pvalue=0.14725696419906806)"
56,truy_cập,thâm_nhập,3.915716156942423,"PearsonRResult(statistic=0.49927893050818073, pvalue=7.848771251960431e-11)","SignificanceResult(statistic=0.5053824614427308, pvalue=4.228595891931521e-11)"
57,âm,nguy_hiểm,0.5694996552665845,"PearsonRResult(statistic=0.09131253090240007, pvalue=0.26643342287512795)","SignificanceResult(statistic=0.10080981376950088, pvalue=0.21964821662300563)"
58,thăng_trầm,khô_kiệt,-0.05721364950366366,"PearsonRResult(statistic=-0.011099300620380101, pvalue=0.8927659898760097)","SignificanceResult(statistic=-0.006604737988355039, pvalue=0.9360659661473121)"
59,thay_thế,biến_đổi,1.2721894605243675,"PearsonRResult(statistic=0.18916793938166215, pvalue=0.020426688527137832)","SignificanceResult(statistic=0.1464011733854838, pvalue=0.07382664840875527)"
60,ban_công,lan_can,4.507265848381687,"PearsonRResult(statistic=0.546640690484625, pvalue=4.606692873870306e-13)","SignificanceResult(statistic=0.5349339970665363, pvalue=1.7682561741818487e-12)"
61,dưới,trên,1.2069519172303305,"PearsonRResult(statistic=0.2284823966401565, pvalue=0.0049201536290896805)","SignificanceResult(statistic=0.24096893195253122, pvalue=0.002973489646983169)"
62,kháng_cự,phản_đối,0.4729466399960295,"PearsonRResult(statistic=0.039780431102649685, pvalue=0.6288653790448889)","SignificanceResult(statistic=0.05269389750655585, pvalue=0.521904678431764)"
63,vế,vai_vế,1.3386386190083852,"PearsonRResult(statistic=0.1951535730635043, pvalue=0.016702302602703226)","SignificanceResult(statistic=0.14944486421618738, pvalue=0.06796013499937723)"
64,vắng_lặng,ồn_ào,4.018313631170428,"PearsonRResult(statistic=0.5549626657044127, pvalue=1.7145293422748308e-13)","SignificanceResult(statistic=0.5658402595670919, pvalue=4.516617911105707e-14)"
65,xót_thương,đau_lòng,4.155436123364008,"PearsonRResult(statistic=0.5395524494978247, pvalue=1.046593758239077e-12)","SignificanceResult(statistic=0.4802649006622517, pvalue=4.993522184173465e-10)"
66,găng_tay,quần_áo,3.2906338181696895,"PearsonRResult(statistic=0.4437703351401126, pvalue=1.286709354414416e-08)","SignificanceResult(statistic=0.3890181785857149, pvalue=8.662191882779841e-07)"
67,sinh_vật_cảnh,đồng_dao,1.2112340355725268,"PearsonRResult(statistic=0.18891614667325887, pvalue=0.020597948708382604)","SignificanceResult(statistic=0.14498599937775014, pvalue=0.07669053287639653)"
68,lặn,mọc,1.4562114371596009,"PearsonRResult(statistic=0.1959925511497122, pvalue=0.016230591475097065)","SignificanceResult(statistic=0.1895959820436464, pvalue=0.020138370231956713)"
69,bồ_bịch,nhân_tình,2.8928365498577704,"PearsonRResult(statistic=0.42206489047524065, pvalue=7.469886608809238e-08)","SignificanceResult(statistic=0.3784754877994578, pvalue=1.7930925675568042e-06)"
70,bằng_chứng,chứng_cứ,6.043725950943159,"PearsonRResult(statistic=0.730497131799504, pvalue=2.730853241221235e-26)","SignificanceResult(statistic=0.7294670874261079, pvalue=3.470229612675776e-26)"
71,hạ_màn,mở_màn,3.612470322735413,"PearsonRResult(statistic=0.48506433314059605, pvalue=3.163677698891308e-10)","SignificanceResult(statistic=0.4321916529623539, pvalue=3.3389094929537946e-08)"
72,ca_tụng,đoàn_kết,0.485746275887812,"PearsonRResult(statistic=0.06677954184943509, pvalue=0.41682378989169727)","SignificanceResult(statistic=0.05829414640650695, pvalue=0.4785821096668944)"
73,ngày,đêm,3.0907195801977276,"PearsonRResult(statistic=0.5021600010166742, pvalue=5.870462439527889e-11)","SignificanceResult(statistic=0.4927774567758567, pvalue=1.49673795804302e-10)"
74,lan_can,rào,3.817715255118135,"PearsonRResult(statistic=0.49444098645884277, pvalue=1.2704981329617122e-10)","SignificanceResult(statistic=0.5008418151917863, pvalue=6.706974866563772e-11)"
75,trở_lại,đảo_ngược,1.9476642250792666,"PearsonRResult(statistic=0.26223286067384993, pvalue=0.0011880254156728385)","SignificanceResult(statistic=0.258367038535046, pvalue=0.0014117111943801456)"
76,nhạc_nhẹ,tiểu_học,-0.06035701981733435,"PearsonRResult(statistic=-0.027091359681804268, pvalue=0.7420915968891056)","SignificanceResult(statistic=-0.015885150451131164, pvalue=0.8470081390287184)"
77,tự_do,đức_tính,0.011092595423868425,"PearsonRResult(statistic=0.00438887425930053, pvalue=0.957490408179917)","SignificanceResult(statistic=-0.0003395706475843371, pvalue=0.996709467053519)"
78,hợp_nhất,liên_kết,2.184839731461371,"PearsonRResult(statistic=0.33859444352985624, pvalue=2.254193751392316e-05)","SignificanceResult(statistic=0.25467976354504646, pvalue=0.0016602303639730543)"
79,hoàng_tộc,hoàng_gia,2.7690946957699514,"PearsonRResult(statistic=0.4382132883846443, pvalue=2.0425169306320797e-08)","SignificanceResult(statistic=0.4078847948797724, pvalue=2.2084773272247572e-07)"
80,đầu_mối,chỗ,1.0161568107665673,"PearsonRResult(statistic=0.16445635992619592, pvalue=0.04432171434859289)","SignificanceResult(statistic=0.1775101115605138, pvalue=0.02976920406954252)"
81,tinh_luyện,hoá_lỏng,2.850630389392425,"PearsonRResult(statistic=0.36120631168129297, pvalue=5.595552355624702e-06)","SignificanceResult(statistic=0.3528921285390462, pvalue=9.4573829066885e-06)"
82,bí_hiểm,bí_mật,1.8803424084686085,"PearsonRResult(statistic=0.28846880914434103, pvalue=0.0003437767113159145)","SignificanceResult(statistic=0.24174052180096894, pvalue=0.0028799561650005422)"
83,chung_tình,phụ_bạc,2.7066397865181604,"PearsonRResult(statistic=0.39158534137742, pvalue=7.227843660980887e-07)","SignificanceResult(statistic=0.369081292501889, pvalue=3.3573433561847935e-06)"
84,bàn_cãi,cân_nhắc,2.429545986499992,"PearsonRResult(statistic=0.2761785071500179, pvalue=0.0006239810863594058)","SignificanceResult(statistic=0.25923818836392726, pvalue=0.0013581893770218249)"
85,nhảy_cao,ném_đĩa,2.4045122243709143,"PearsonRResult(statistic=0.4626890622000527, pvalue=2.5042764569475674e-09)","SignificanceResult(statistic=0.44721454286857193, pvalue=9.622343272618557e-09)"
86,tiếng_chuông,âm_thanh,2.8620701329578084,"PearsonRResult(statistic=0.37821194373508205, pvalue=1.825412406274001e-06)","SignificanceResult(statistic=0.33525934485977155, pvalue=2.7438217623816778e-05)"
87,tha_thẩn,thơ_thẩn,3.331653309709827,"PearsonRResult(statistic=0.6562897056915095, pvalue=7.754740088911678e-20)","SignificanceResult(statistic=0.618610604915774, pvalue=3.295481777009909e-17)"
88,thuyền,bánh_lái,2.702987386877817,"PearsonRResult(statistic=0.3939822768821304, pvalue=6.095386170900183e-07)","SignificanceResult(statistic=0.35976532290324015, pvalue=6.134881328276554e-06)"
89,nấp,hiện,0.23973161355165204,"PearsonRResult(statistic=0.031750836520967246, pvalue=0.6997107365323525)","SignificanceResult(statistic=-0.009225298902173431, pvalue=0.9107888577767922)"
90,cất,giấu,3.2911658065433804,"PearsonRResult(statistic=0.42212599989712524, pvalue=7.434262759521948e-08)","SignificanceResult(statistic=0.4129161296057603, pvalue=1.5119281356146599e-07)"
91,âm,gốc,1.8790298183333403,"PearsonRResult(statistic=0.3014360420110075, pvalue=0.00017788668059778983)","SignificanceResult(statistic=0.31383261478287927, pvalue=9.200362355773621e-05)"
92,đặt,thả_lỏng,0.8419890381867058,"PearsonRResult(statistic=0.11982802301900364, pvalue=0.14413112622157057)","SignificanceResult(statistic=0.13617849682208097, pvalue=0.09658560035997087)"
93,chỉnh_hình,tiểu_học,0.9063827548361746,"PearsonRResult(statistic=0.13426151184072932, pvalue=0.10141537197621159)","SignificanceResult(statistic=0.05868527490110672, pvalue=0.4756308223306145)"
94,tẩy,cạn,1.0912138787810983,"PearsonRResult(statistic=0.1401567856504179, pvalue=0.08714434646326807)","SignificanceResult(statistic=0.10409529312413886, pvalue=0.2049109862432126)"
95,cây_trồng,đĩa_bay,0.7924548953533562,"PearsonRResult(statistic=0.10511382572237984, pvalue=0.2004902079694774)","SignificanceResult(statistic=0.10173429930219122, pvalue=0.2154272911129216)"
96,chỉnh_hình,luồng,-1.4807680918529516,"PearsonRResult(statistic=-0.18047195081322437, pvalue=0.027104479224191482)","SignificanceResult(statistic=-0.15471443175252234, pvalue=0.05870387908459005)"
97,màng_tế_bào,bảng_tổng_sắp,-0.17112763182510404,"PearsonRResult(statistic=-0.019100631716336757, pvalue=0.8165394064301811)","SignificanceResult(statistic=-0.0017583003689052845, pvalue=0.9829628198484006)"
98,ngót_nghét,xấp_xỉ,3.011159186213042,"PearsonRResult(statistic=0.4261907660700797, pvalue=5.3977958142400084e-08)","SignificanceResult(statistic=0.42371127605671366, pvalue=6.565027730019334e-08)"
99,biến_động,cố_định,1.698774833929355,"PearsonRResult(statistic=0.23695242144775003, pvalue=0.0035061524628580507)","SignificanceResult(statistic=0.20543668607493668, pvalue=0.01166940049665144)"
100,khuyết_điểm,ưu_điểm,3.2983938069483676,"PearsonRResult(statistic=0.39233146195989643, pvalue=6.855420164249672e-07)","SignificanceResult(statistic=0.35871994310858263, pvalue=6.556570395425407e-06)"
101,nhạo_báng,khiếm_nhã,3.3688836797230137,"PearsonRResult(statistic=0.47592962869945327, pvalue=7.496116660775241e-10)","SignificanceResult(statistic=0.4463718387483888, pvalue=1.0334465135134299e-08)"
102,hại,lợi,1.7305498528107774,"PearsonRResult(statistic=0.23630329977477776, pvalue=0.00359988094360439)","SignificanceResult(statistic=0.14879416862971687, pvalue=0.0691813229015751)"
103,bướu_cổ,bệnh_tật,2.639962090051421,"PearsonRResult(statistic=0.3969437990417629, pvalue=4.928938781146213e-07)","SignificanceResult(statistic=0.38966531845859814, pvalue=8.276978124512223e-07)"
104,cây_thuốc,cây_hoa_màu,1.9521666537848636,"PearsonRResult(statistic=0.3659857410809909, pvalue=4.110551864850158e-06)","SignificanceResult(statistic=0.35990044001955646, pvalue=6.082290665108322e-06)"
105,tinh_lọc,tinh_chế,3.1297965086117,"PearsonRResult(statistic=0.5155369044279162, pvalue=1.470162813468768e-11)","SignificanceResult(statistic=0.45634561536068274, pvalue=4.383821850214006e-09)"
106,bức_bối,nguỵ_trang,-0.3246686260592306,"PearsonRResult(statistic=-0.05087772312863087, pvalue=0.5363708565638897)","SignificanceResult(statistic=-0.05664073958842616, pvalue=0.4911666965516549)"
107,thân_thể,đầu,-0.29087179276447317,"PearsonRResult(statistic=-0.05012973963208077, pvalue=0.5423862121394818)","SignificanceResult(statistic=-0.03566202942352993, pvalue=0.6648310033890942)"
108,quỷ_quyệt,xảo_quyệt,3.1432137476304636,"PearsonRResult(statistic=0.6464246495191566, pvalue=4.105600452608286e-19)","SignificanceResult(statistic=0.624260633805947, pvalue=1.4009586937102917e-17)"
109,hoang_phí,hà_tiện,3.0019150954124205,"PearsonRResult(statistic=0.5032063874709528, pvalue=5.279234086064734e-11)","SignificanceResult(statistic=0.493175696697631, pvalue=1.4392705760932198e-10)"
110,cóp_nhặt,để_dành,0.8902635415075075,"PearsonRResult(statistic=0.1512462763271036, pvalue=0.06467064691191242)","SignificanceResult(statistic=0.14400817814125072, pvalue=0.07872122256566001)"
111,may,rủi,0.6171870523668828,"PearsonRResult(statistic=0.07524628310577601, pvalue=0.3601056182635066)","SignificanceResult(statistic=0.08580825814480644, pvalue=0.29645403057374986)"
112,tum,chân_vịt,1.303088861207861,"PearsonRResult(statistic=0.17354632014957197, pvalue=0.03368164452136389)","SignificanceResult(statistic=0.2000497799902218, pvalue=0.014109362530095985)"
113,nhạo,vèo,0.8143180033271871,"PearsonRResult(statistic=0.15452861667771922, pvalue=0.05901166552115622)","SignificanceResult(statistic=0.07502377883461488, pvalue=0.36153186171726504)"
114,ngoại_lệ,thường_lệ,-0.31051571670563227,"PearsonRResult(statistic=-0.036966513639697544, pvalue=0.6533511411879568)","SignificanceResult(statistic=-0.06442419663096138, pvalue=0.4334829291372003)"
115,phong_độ,phong_thái,3.3306813612388377,"PearsonRResult(statistic=0.37087546581277814, pvalue=2.9828310980870805e-06)","SignificanceResult(statistic=0.36408907062536117, pvalue=4.648484157020976e-06)"
116,biết_ơn,vô_ơn,1.607276446726225,"PearsonRResult(statistic=0.28776739522180667, pvalue=0.0003559350426685228)","SignificanceResult(statistic=0.28328192364105076, pvalue=0.0004435878442199771)"
117,buồn_bã,nối_tiếp,0.6081655867827441,"PearsonRResult(statistic=0.09799375155444219, pvalue=0.2328665821429879)","SignificanceResult(statistic=0.09614116182941464, pvalue=0.24186136243650455)"
118,quay,chuyển_hướng,2.18787563416105,"PearsonRResult(statistic=0.2978703607441479, pvalue=0.00021388091158240028)","SignificanceResult(statistic=0.2920858704831326, pvalue=0.0002869578433682987)"
119,tập_dượt,tập_luyện,3.406666460439139,"PearsonRResult(statistic=0.4297498667822356, pvalue=4.0642315222361844e-08)","SignificanceResult(statistic=0.45017289657318105, pvalue=7.477559603385334e-09)"
120,oxy_hoá,đổi_thay,1.124374566798312,"PearsonRResult(statistic=0.12499126492145678, pvalue=0.12750845547107598)","SignificanceResult(statistic=0.0908218143028579, pvalue=0.26902251495446705)"
121,trà,bụi,1.5242311190421163,"PearsonRResult(statistic=0.22213744915442177, pvalue=0.006293605872241141)","SignificanceResult(statistic=0.21990132894795325, pvalue=0.006853509782748247)"
122,phỏng,mảnh,0.6032652619259277,"PearsonRResult(statistic=0.08516427658518294, pvalue=0.30010723565406466)","SignificanceResult(statistic=0.08010844926441175, pvalue=0.32981640080569785)"
123,phòng_ngủ,công_trình_phụ,2.3759297480973975,"PearsonRResult(statistic=0.2778432464879113, pvalue=0.0005764918898677863)","SignificanceResult(statistic=0.3457949242188542, pvalue=1.4632551927279902e-05)"
124,hình_hoạ,cung_bậc,0.9564275744454191,"PearsonRResult(statistic=0.16196676555762224, pvalue=0.04768330788871726)","SignificanceResult(statistic=0.16301702297879908, pvalue=0.046240178415842347)"
125,hoạ,phúc,0.6932593176070719,"PearsonRResult(statistic=0.10939192984876166, pvalue=0.18267393290264852)","SignificanceResult(statistic=0.0888448375483355, pvalue=0.2796261474819022)"
126,nửa_mùa,đồng_điệu,-0.09527949785315117,"PearsonRResult(statistic=-0.013530514789759286, pvalue=0.8694670135586473)","SignificanceResult(statistic=0.004165518467487445, pvalue=0.9596519040213419)"
127,thịnh_hành,hữu_tình,0.5805403166898969,"PearsonRResult(statistic=0.07760957864893195, pvalue=0.3451734553678269)","SignificanceResult(statistic=0.04747766567402996, pvalue=0.5639790251631938)"
128,lời_lãi,thua_lỗ,2.009345606225001,"PearsonRResult(statistic=0.26839915706488543, pvalue=0.0008974222280212845)","SignificanceResult(statistic=0.2799715542913018, pvalue=0.0005206298835868814)"
129,con_đường,vỉa_hè,2.3381280112903076,"PearsonRResult(statistic=0.3104838755900645, pvalue=0.0001102573990129)","SignificanceResult(statistic=0.35157651451175603, pvalue=1.0262518268886631e-05)"
130,chính_nghĩa,phi_nghĩa,3.3128412637487448,"PearsonRResult(statistic=0.5562107153334248, pvalue=1.4748232925652325e-13)","SignificanceResult(statistic=0.5511053824614427, pvalue=2.7200595826134177e-13)"
131,trần_gian,cõi_âm,2.2872448222867376,"PearsonRResult(statistic=0.3568433408914406, pvalue=7.383269984745559e-06)","SignificanceResult(statistic=0.36950797813236147, pvalue=3.2644321796640764e-06)"
132,vượng,suy,0.057862845748143876,"PearsonRResult(statistic=0.009527829911865463, pvalue=0.9078759986299959)","SignificanceResult(statistic=0.0210836037157207, pvalue=0.7978823535457351)"
133,ấp_úng,nói,1.205161168933251,"PearsonRResult(statistic=0.19115299380457434, pvalue=0.019119057128473164)","SignificanceResult(statistic=0.16648028801280057, pvalue=0.04173691235235065)"
134,thất_bại,thành_công,2.922191926647886,"PearsonRResult(statistic=0.4656832607466774, pvalue=1.914988833417206e-09)","SignificanceResult(statistic=0.40939597315436244, pvalue=1.9721923615747144e-07)"
135,ái_mộ,hâm_mộ,3.2729735388865824,"PearsonRResult(statistic=0.4681080714537174, pvalue=1.5380877861385086e-09)","SignificanceResult(statistic=0.4303071247611005, pvalue=3.8864578411388764e-08)"
136,nỗi_đau,tai_hoạ,3.8521314634404074,"PearsonRResult(statistic=0.49559398407126987, pvalue=1.1334954021170293e-10)","SignificanceResult(statistic=0.4385883817058537, pvalue=1.980307290847767e-08)"
137,định_kỳ,bất_thường,0.9970470415435015,"PearsonRResult(statistic=0.14235794804821228, pvalue=0.0822463578041926)","SignificanceResult(statistic=0.12384372638783946, pvalue=0.1310689468586781)"
138,trước,sau,3.2887518071988526,"PearsonRResult(statistic=0.5824748800450192, pvalue=5.330499710180759e-15)","SignificanceResult(statistic=0.5572958798168807, pvalue=1.293151520000447e-13)"
